Index	ImgID	Ratings Received	Mean of Ratings	Standard Deviation	6	7	8	9	10	11	12
868	1655315	10	5	1	0	0	0	4	3	2	1
869	1655321	11	4.27	0.380165289	0	0	1	6	4	0	0
870	1655324	10	4	0.839506173	0	0	2	4	2	1	0
871	1655331	11	3.18	0.408163265	0	0	2	4	1	0	0
872	1655463	13	4.69	1.136094675	0	0	2	3	6	1	1
873	1655477	20	5.4	0.44	0	0	0	1	11	7	1
874	1655797	14	4.43	0.673469388	0	0	3	2	9	0	0
875	1655877	11	5	1.272727273	0	0	0	5	3	1	2
876	1656371	10	4.4	0.24691358	0	0	0	4	5	0	0
877	1656568	16	4.94	0.648888889	0	0	0	3	8	3	1
878	1656594	10	3.5	0.469135802	0	0	5	3	1	0	0
879	1656602	10	4.8	0.96	0	0	0	5	3	1	1
880	1657421	10	4.2	0.56	0	0	1	7	1	1	0
881	1658076	12	3.83	0.363636364	0	0	2	7	2	0	0
882	1658158	23	5.7	0.835538752	0	0	0	2	9	7	5
883	1658233	10	4.9	0.49	0	0	0	3	5	2	0
884	1658238	10	5.7	0.61	0	0	0	0	5	3	2
885	1658242	15	5	0.666666667	0	0	1	2	8	4	0
886	1658264	15	5.07	0.595555556	0	0	0	4	6	5	0
887	1658270	10	4.3	1.358024691	0	0	1	5	1	1	1
888	1658276	12	5.33	0.722222222	0	0	0	2	5	4	1
889	1658279	10	4.5	0.45	0	0	1	3	6	0	0
890	1658798	63	6.21	0.483398438	0	0	0	1	7	33	23
891	1658954	11	4.73	0.561983471	0	0	0	5	4	2	0
892	1658963	11	4.27	0.561983471	0	0	2	4	5	0	0
893	1659307	31	5.94	0.514233242	0	0	0	0	8	16	9
894	1660029	10	4.6	0.44	0	0	0	5	4	1	0
895	1660502	15	5.07	-1	-1	-1	-1	-1	-1	-1	-1
896	1660713	16	4.75	0.5625	0	0	0	7	6	3	0
897	1661062	23	5.61	0.586011342	0	0	0	2	7	12	2
898	1662429	30	5.87	0.515555556	0	0	0	1	7	17	5
899	1662513	11	3.73	0.380165289	0	0	4	6	1	0	0
900	1662668	10	4.4	0.64	0	0	1	5	3	1	0
901	1663376	32	5.75	0.875	0	0	0	4	7	14	7
902	1664135	13	4.85	0.899408284	0	0	1	3	7	1	1
903	1664145	14	4.71	1.147928994	0	0	1	4	4	3	1
904	1664164	13	4.15	0.888888889	0	0	2	6	2	2	0
905	1664481	15	5.2	0.693333333	0	0	0	3	7	4	1
906	1664628	10	3.7	0.9375	0	0	2	3	2	1	0
907	1665079	11	4.36	0.41322314	0	0	0	8	2	1	0
908	1665088	17	5.06	0.761245675	0	0	0	5	7	4	1
909	1665095	11	4.91	0.991735537	0	0	1	3	3	4	0
910	1665276	10	4	0.6	0	0	3	4	3	0	0
911	1666158	14	4.79	0.454081633	0	0	0	5	7	2	0
912	1666386	18	5.61	0.793209877	0	0	0	2	6	7	3
913	1666393	12	4.75	0.363636364	0	0	0	2	7	2	0
914	1666564	10	4.6	1.04	0	0	2	2	4	2	0
915	1666587	27	5.67	0.814814815	0	0	0	3	8	11	5
916	1667231	56	6.11	0.502232143	0	0	0	1	8	30	17
917	1667305	10	4.4	-1	-1	-1	-1	-1	-1	-1	-1
918	1668080	10	4.4	0.64	0	0	1	5	3	1	0
919	1668995	42	6.07	0.506841166	0	0	0	0	9	20	12
920	1670298	11	5.18	0.694214876	0	0	0	3	3	5	0
921	1672189	42	5.95	0.716918715	0	0	1	0	10	21	14
922	1672310	12	4.75	0.854166667	0	0	1	4	4	3	0
923	1672455	10	4.7	0.41	0	0	0	4	5	1	0
924	1672775	11	4.27	0.198347107	0	0	0	8	3	0	0
925	1672799	11	5.09	0.628099174	0	0	0	3	4	4	0
926	1672808	16	5	0.625	0	0	0	4	9	2	1
927	1673050	10	4.9	0.89	0	0	1	2	4	3	0
928	1673084	15	5.27	0.462222222	0	0	0	2	7	6	0
929	1673111	10	5.4	1.24	0	0	1	1	2	5	1
930	1673176	24	5.71	1.039930556	0	0	0	4	5	9	6
931	1673266	36	6	0.777777778	0	0	0	2	8	14	12
932	1673974	33	6.12	0.465306122	0	0	0	0	6	18	11
933	1674085	16	6.56	0.366782007	0	0	0	0	1	6	10
934	1674276	33	5.91	0.859375	0	0	0	4	4	16	8
935	1674426	11	4.64	0.41322314	0	0	0	5	5	1	0
936	1674915	12	5	0.166666667	0	0	0	1	10	1	0
937	1675274	43	6.21	0.537587885	0	0	0	0	8	18	17
938	1675358	15	5.4	1.04	0	0	1	2	3	8	1
939	1676014	17	4.76	0.52734375	0	0	0	6	7	3	0
940	1676219	10	4.1	1.555555556	0	0	4	0	3	2	0
941	1676242	16	4.81	1.15234375	0	0	2	4	6	3	1
942	1676270	21	5.33	0.984126984	0	0	1	4	4	11	1
943	1676281	10	4.1	0.89	0	0	3	4	2	1	0
944	1676302	15	5.07	0.462222222	0	0	0	3	8	4	0
945	1676424	10	3.6	1	0	0	3	3	1	1	0
946	1676488	13	3.77	-1	-1	-1	-1	-1	-1	-1	-1
947	1676504	11	4.91	-1	-1	-1	-1	-1	-1	-1	-1
948	1676513	16	5.62	0.484375	0	0	0	1	5	9	1
949	1676536	10	3.6	-1	-1	-1	-1	-1	-1	-1	-1
950	1676542	20	5.7	1.61	0	0	2	1	5	5	7
951	1676735	13	4.08	0.532544379	0	0	2	9	1	1	0
952	1676736	11	4.91	-1	-1	-1	-1	-1	-1	-1	-1
953	1676755	10	4.9	-1	-1	-1	-1	-1	-1	-1	-1
954	1676988	13	5.31	0.674556213	0	0	0	2	6	4	1
955	1677192	12	3.42	-1	-1	-1	-1	-1	-1	-1	-1
956	1677719	10	5.6	0.44	0	0	0	0	5	4	1
957	1677742	10	5.1	1.09	0	0	0	4	2	3	1
958	1677762	21	5.67	0.698412698	0	0	0	2	6	10	3
959	1678196	11	4.64	0.958677686	0	0	2	2	5	2	0
960	1678562	31	5.84	0.944335938	0	0	1	2	6	15	8
961	1678709	10	4.2	-1	-1	-1	-1	-1	-1	-1	-1
962	1678717	11	4.73	-1	-1	-1	-1	-1	-1	-1	-1
963	1678737	32	5.72	0.389648438	0	0	0	1	9	20	2
964	1678907	51	6.04	0.4804	0	0	0	1	6	28	15
965	1678964	18	4.44	1.358024691	0	0	3	10	0	4	1
966	1679170	12	4.75	0.354166667	0	0	0	4	7	1	0
967	1679886	12	4.92	-1	-1	-1	-1	-1	-1	-1	-1
968	1679890	13	5.31	-1	-1	-1	-1	-1	-1	-1	-1
969	1679998	14	4.29	1.00591716	0	0	3	4	4	2	0
970	1680008	10	4.4	0.64	0	0	1	5	3	1	0
971	1680332	14	5.64	0.658163265	0	0	0	1	5	6	2
972	1680528	16	5.06	0.43359375	0	0	0	3	9	4	0
973	1680568	24	5.88	0.526041667	0	0	0	1	5	14	4
974	1681111	16	5.75	0.5625	0	0	0	1	4	9	2
975	1681764	29	5.83	0.932397959	0	0	0	3	7	10	8
976	1682119	19	5.11	1.252077562	0	0	2	3	7	5	2
977	1682261	20	5.6	0.74	0	0	0	2	7	8	3
978	1682592	16	4.88	0.734375	0	0	1	4	7	4	0
979	1683351	15	5	0.30859375	0	0	0	2	11	3	0
980	1683514	28	6	0.444444444	0	0	0	1	3	18	5
981	1683703	19	5.84	0.55401662	0	0	0	0	7	8	4
982	1683900	11	4.36	0.65	0	0	1	4	4	1	0
983	1684241	10	4.7	0.320987654	0	0	0	2	6	1	0
984	1684402	13	5.46	0.863905325	0	0	0	3	2	7	1
985	1684592	22	5.86	0.935950413	0	0	0	3	3	10	6
986	1685050	18	5.33	0.555555556	0	0	0	3	6	9	0
987	1685095	32	6.06	0.68359375	0	0	0	1	7	13	11
988	1685658	12	5.17	0.638888889	0	0	0	3	4	5	0
989	1685786	11	4.36	0.85	0	0	2	2	5	1	0
990	1685842	15	5.13	0.648888889	0	0	0	3	8	3	1
991	1685855	24	5.96	0.88	0	0	1	1	2	14	7
992	1685902	14	4.64	1.493333333	0	0	2	5	4	2	2
993	1686688	17	5.53	0.837370242	0	0	0	2	7	5	3
994	1686691	28	6.07	0.423469388	0	0	0	0	5	16	7
995	1687261	17	5.35	-1	-1	-1	-1	-1	-1	-1	-1
996	1688187	35	5.97	0.290657439	0	0	0	0	6	24	4
997	1688404	14	5.57	0.673469388	0	0	0	2	3	8	1
998	1689010	10	3.8	0.76	0	0	5	2	3	0	0
999	1689034	10	3.7	0.61	0	0	5	3	2	0	0
1000	1690736	14	4.57	0.530612245	0	0	1	5	7	1	0
1001	1691180	10	4.8	0.56	0	0	0	4	4	2	0
1002	1691189	10	4.4	0.24	0	0	0	6	4	0	0
1003	1691197	10	4.6	0.44	0	0	0	5	4	1	0
1004	1691210	10	4.5	0.65	0	0	1	4	4	1	0
1005	1691213	10	5.5	0.45	0	0	0	0	6	3	1
1006	1691217	10	4.7	1.21	0	0	1	4	3	1	1
1007	1691229	14	4.93	1.209183673	0	0	1	4	6	1	2
1008	1691238	10	4.9	0.29	0	0	0	2	7	1	0
1009	1691243	10	5.4	1.04	0	0	0	2	4	2	2
1010	1691254	13	5.62	0.698224852	0	0	0	1	5	5	2
1011	1691256	10	5	0.6	0	0	0	3	4	3	0
1012	1691258	10	4.2	0.36	0	0	1	6	3	0	0
1013	1691279	12	4.58	0.576388889	0	0	1	4	6	1	0
1014	1691285	10	4.8	0.76	0	0	1	2	5	2	0
1015	1691289	10	6.1	0.809917355	0	0	0	1	1	5	4
1016	1692024	13	4.77	0.638888889	0	0	1	2	7	2	0
1017	1692168	24	6.08	0.493055556	0	0	0	1	2	15	6
1018	1693968	21	5.43	0.611570248	0	0	0	2	10	8	2
1019	1694214	26	5.85	0.899408284	0	0	1	1	5	13	6
1020	1694765	37	6.16	0.406135866	0	0	0	1	2	24	10
1021	1696259	19	5.42	0.980609418	0	0	0	4	6	6	3
1022	1696778	11	4.64	0.41322314	0	0	0	5	5	1	0
1023	1696958	30	6	0.418314256	0	0	0	0	6	18	7
1024	1697299	21	6.14	0.644718793	0	0	0	1	4	12	10
1025	1697309	10	5.5	0.25	0	0	0	0	5	5	0
1026	1697467	11	4.55	0.79338843	0	0	1	5	3	2	0
1027	1697526	14	4	-1	-1	-1	-1	-1	-1	-1	-1
1028	1698075	10	5	0.6	0	0	0	3	4	3	0
1029	1699665	26	5.65	0.430727023	0	0	0	0	11	13	3
1030	1699774	11	4.09	1.138888889	0	0	4	4	2	2	0
1031	1699775	11	4.09	0.41	0	0	1	5	4	0	0
1032	1699781	16	5.12	0.734375	0	0	1	1	10	3	1
1033	1699790	10	4.3	0.41	0	0	1	5	4	0	0
1034	1699803	12	4.92	1.409722222	0	0	1	4	4	1	2
1035	1699816	18	5.22	0.617283951	0	0	0	4	6	8	0
1036	1701258	36	6.36	0.56404321	0	0	0	1	3	14	18
1037	1701861	64	6.34	0.439289941	0	0	0	0	7	29	29
1038	1702133	10	4.3	-1	-1	-1	-1	-1	-1	-1	-1
1039	1702209	21	5.1	-1	-1	-1	-1	-1	-1	-1	-1
1040	1702379	11	5.09	0.446280992	0	0	0	2	6	3	0
1041	1702727	15	4.93	-1	-1	-1	-1	-1	-1	-1	-1
1042	1702732	11	4.55	-1	-1	-1	-1	-1	-1	-1	-1
1043	1702733	13	4.85	-1	-1	-1	-1	-1	-1	-1	-1
1044	1702750	30	5.87	0.606060606	0	0	0	0	10	13	10
1045	1702761	19	5.21	0.587257618	0	0	0	4	7	8	0
1046	1704057	29	5.93	0.662222222	0	0	1	0	5	18	6
1047	1704337	11	4.27	0.743801653	0	0	3	2	6	0	0
1048	1704379	10	5.1	-1	-1	-1	-1	-1	-1	-1	-1
1049	1704402	11	5	-1	-1	-1	-1	-1	-1	-1	-1
1050	1704987	21	5.48	0.249433107	0	0	0	0	11	10	0
1051	1706766	11	4.91	0.26446281	0	0	0	2	8	1	0
1052	1707050	13	5.15	0.591715976	0	0	0	2	8	2	1
1053	1707064	23	5.83	1.013232514	0	0	0	4	2	11	6
1054	1708145	19	5.47	0.45	0	0	0	0	12	6	2
1055	1708255	24	5.96	1.2	0	0	0	4	3	7	11
1056	1708443	93	6.35	0.471888617	0	0	0	1	9	43	44
1057	1708487	12	5.5	0.416666667	0	0	0	1	4	7	0
1058	1708734	10	5.6	0.24	0	0	0	0	4	6	0
1059	1710318	29	6.48	0.65	0	0	0	1	3	6	20
1060	1710373	24	6.29	0.972651605	0	0	1	1	2	9	16
1061	1710584	23	5.78	0.604914934	0	0	0	2	4	14	3
1062	1710950	34	5.91	0.568163265	0	0	0	1	8	18	8
1063	1711544	16	5.88	0.830246914	0	0	0	2	2	9	5
1064	1712419	21	5.71	0.489795918	0	0	0	1	6	12	2
1065	1713545	10	4.7	0.61	0	0	0	5	3	2	0
1066	1713686	27	6.33	0.740740741	0	0	0	1	4	7	15
1067	1713890	15	4.8	0.693333333	0	0	1	4	7	3	0
1068	1714357	27	6	0.615384615	0	0	0	1	5	13	7
1069	1716156	33	6	0.727272727	0	0	0	2	6	15	10
1070	1716655	11	4.73	0.6	0	0	0	3	4	3	0
1071	1716922	42	5.95	0.52154195	0	0	1	0	6	28	7
1072	1717009	10	4.7	0.41	0	0	0	4	5	1	0
1073	1718794	21	6.29	0.537722908	0	0	0	0	4	8	15
1074	1719196	14	4.29	0.632653061	0	0	2	7	4	1	0
1075	1719349	10	4.4	1.04	0	0	2	4	2	2	0
1076	1719689	43	6.16	0.562265723	0	0	0	1	6	21	21
1077	1719699	20	6.25	0.797783934	0	0	0	0	6	3	10
1078	1719824	18	4.39	2.12654321	0	0	5	9	0	0	4
1079	1719894	16	5.44	0.24609375	0	0	0	0	9	7	0
1080	1719909	17	5.47	0.837370242	0	0	0	3	5	7	2
1081	1720068	53	6.26	0.458049887	0	0	0	1	5	32	25
1082	1722006	16	5.25	0.3125	0	0	0	1	10	5	0
1083	1722174	17	5.41	0.477508651	0	0	0	2	6	9	0
1084	1722203	19	5.63	0.361111111	0	0	0	0	5	11	2
1085	1722615	10	4.5	0.85	0	0	2	2	5	1	0
1086	1722713	12	4.83	-1	-1	-1	-1	-1	-1	-1	-1
1087	1723059	38	6.11	0.409375	0	0	0	1	3	26	10
1088	1723641	10	4.9	0.49	0	0	0	3	5	2	0
1089	1724686	12	4.92	0.743055556	0	0	0	4	6	1	1
1090	1726885	53	5.85	-1	-1	-1	-1	-1	-1	-1	-1
1091	1727354	15	5.33	0.755555556	0	0	1	0	8	5	1
1092	1728344	12	4.92	0.743055556	0	0	1	2	6	3	0
1093	1728398	17	5.71	0.645061728	0	0	0	1	6	8	3
1094	1728593	18	5.78	1.208677686	0	0	1	2	3	9	7
1095	1729895	16	5.88	0.49691358	0	0	0	0	5	9	4
1096	1730651	36	6.06	0.487654321	0	0	1	0	1	26	8
1097	1730656	53	6.11	0.839506173	0	0	1	3	6	24	29
1098	1731067	74	6.24	0.555332359	0	0	0	1	11	32	30
1099	1732544	10	3.6	0.84	0	0	6	3	0	1	0
1100	1732876	25	6.4	0.30994898	0	0	0	0	1	15	12
1101	1733360	10	5.1	0.89	0	0	0	3	4	2	1
1102	1734984	18	4.39	1.058171745	0	0	4	8	5	1	1
1103	1735023	15	4.4	0.906666667	0	0	2	7	5	0	1
1104	1735186	36	6.22	0.48199446	0	0	0	1	3	21	13
1105	1735396	18	5.39	0.459876543	0	0	0	1	10	6	1
1106	1735971	11	5.09	0.628099174	0	0	0	3	4	4	0
1107	1736180	17	5.76	0.50617284	0	0	0	1	4	11	2
1108	1736277	14	4.93	1.352040816	0	0	3	1	4	6	0
1109	1736562	10	4.9	1.29	0	0	1	3	3	2	1
1110	1737317	12	5.58	0.243055556	0	0	0	0	5	7	0
1111	1738222	10	5.2	0.76	0	0	0	2	5	2	1
1112	1738337	21	5.71	0.680272109	0	0	0	2	5	11	3
1113	1739371	10	4.6	0.64	0	0	1	3	5	1	0
1114	1739568	36	5.86	0.377423823	0	0	0	0	10	23	5
1115	1740121	14	6.57	0.366782007	0	0	0	0	1	6	10
1116	1740577	12	5.33	0.555555556	0	0	0	1	7	3	1
1117	1741186	10	5.2	0.76	0	0	1	0	5	4	0
1118	1741516	39	6	0.419460881	0	0	0	0	6	22	11
1119	1741803	24	6.25	0.875171468	0	0	1	0	3	9	14
1120	1743495	12	5	1.666666667	0	0	0	7	1	1	3
1121	1743566	141	6.77	0.253842653	0	0	0	1	4	26	138
1122	1743572	35	6.74	0.180747922	0	0	0	0	0	9	29
1123	1745044	11	4.64	0.958677686	0	0	2	2	5	2	0
1124	1745317	23	5.74	0.854166667	0	0	0	3	5	11	5
1125	1746064	10	5.3	0.21	0	0	0	0	7	3	0
1126	1746277	10	4.5	0.320987654	0	0	0	2	6	1	0
1127	1746742	13	5.62	1.467455621	0	0	1	2	1	6	3
1128	1747126	11	5.45	0.79338843	0	0	0	1	6	2	2
1129	1747376	19	5.42	0.664819945	0	0	0	4	3	12	0
1130	1748517	13	5.46	0.875	0	0	0	4	1	10	1
1131	1748534	10	4.7	0.41	0	0	0	4	5	1	0
1132	1748566	15	5	0.698224852	0	0	0	2	5	5	1
1133	1748751	20	5.4	1.085872576	0	0	1	3	4	9	2
1134	1748774	16	4.5	0.693877551	0	0	1	3	7	3	0
1135	1748790	32	5.62	0.559833507	0	0	0	3	8	18	2
1136	1750098	14	5.43	1.102040816	0	0	1	1	5	5	2
1137	1750843	22	5.86	0.57231405	0	0	0	1	5	12	4
1138	1751159	203	6.73	0.417583234	0	0	0	4	12	34	182
1139	1752538	10	5.3	-1	-1	-1	-1	-1	-1	-1	-1
1140	1752901	16	5.88	1.109375	0	0	0	3	1	7	5
1141	1754352	18	5.94	-1	-1	-1	-1	-1	-1	-1	-1
1142	1755280	10	5.5	0.666666667	0	0	0	1	2	5	1
1143	1755613	19	6.11	0.304709141	0	0	0	0	2	13	4
1144	1757101	10	5.2	0.76	0	0	0	3	2	5	0
1145	1757557	10	4.8	0.36	0	0	0	3	6	1	0
1146	1758183	11	5.27	0.925619835	0	0	0	3	3	4	1
1147	1758506	11	6	0.545454545	0	0	0	0	3	5	3
1148	1758509	10	5.1	0.49	0	0	0	2	5	3	0
1149	1758526	10	5.1	1.09	0	0	1	1	5	2	1
1150	1758939	10	4.5	-1	-1	-1	-1	-1	-1	-1	-1
1151	1759228	14	4.71	0.923076923	0	0	1	3	4	5	0
1152	1759836	25	5.96	0.5	0	0	0	1	4	17	6
1153	1760138	19	6.42	0.770083102	0	0	0	1	2	4	12
1154	1760772	30	5.73	0.593132154	0	0	0	1	12	13	5
1155	1761976	16	5.38	0.609375	0	0	0	3	4	9	0
1156	1762016	93	6.31	0.620330556	0	0	2	2	5	47	66
1157	1764021	17	5.24	0.637119114	0	0	0	3	8	7	1
1158	1764239	10	3.6	0.222222222	0	0	3	6	0	0	0
1159	1764265	14	5.07	0.520710059	0	0	0	1	8	3	1
1160	1765523	28	5.79	0.586888658	0	0	1	1	3	23	3
1161	1765831	10	3.7	0.41	0	0	4	5	1	0	0
1162	1767377	17	4.47	1.21484375	0	0	3	3	7	2	1
1163	1767532	43	6.51	0.549661801	0	0	0	1	5	11	36
1164	1768209	14	5.14	0.693877551	0	0	0	3	7	3	1
1165	1768812	10	3.9	0.444444444	0	0	2	5	2	0	0
1166	1768823	10	4.8	0.56	0	0	0	4	4	2	0
1167	1769108	27	5.85	-1	-1	-1	-1	-1	-1	-1	-1
1168	1770207	19	6.21	0.380165289	0	0	0	0	2	12	8
1169	1771227	12	4.58	0.694214876	0	0	1	2	6	2	0
1170	1774186	16	5.62	0.333333333	0	0	0	1	4	13	0
1171	1775234	23	6.09	0.882653061	0	0	0	1	7	5	15
1172	1775592	22	5.82	0.421487603	0	0	0	1	4	15	2
1173	1775801	13	5.08	0.532544379	0	0	0	2	9	1	1
1174	1776853	10	4.9	0.69	0	0	0	4	3	3	0
1175	1777204	16	5.12	0.609375	0	0	0	4	6	6	0
1176	1779115	31	5.71	0.389648438	0	0	0	1	9	20	2
1177	1779201	14	5.71	0.346938776	0	0	0	0	5	8	1
1178	1779227	10	5.3	0.61	0	0	0	1	6	2	1
1179	1779343	36	6.25	0.585034014	0	0	0	1	5	17	19
1180	1779556	31	6.26	0.389648438	0	0	0	0	3	17	12
1181	1779607	13	4.92	0.532544379	0	0	0	4	6	3	0
1182	178136	67	5.37	-1	-1	-1	-1	-1	-1	-1	-1
1183	1782714	12	5	-1	-1	-1	-1	-1	-1	-1	-1
1184	1782747	13	5.77	-1	-1	-1	-1	-1	-1	-1	-1
1185	1782830	37	6	0.387864366	0	0	0	1	4	28	8
1186	1782985	10	5	0.4	0	0	0	2	6	2	0
1187	1783367	10	6.3	0.409722222	0	0	0	0	1	5	6
1188	1783370	17	6.76	0.179930796	0	0	0	0	0	4	13
1189	1783379	25	6.52	0.5696	0	0	0	0	4	4	17
1190	1783489	20	5.75	0.2875	0	0	0	0	6	13	1
1191	1783671	21	5.1	0.55	0	0	0	1	10	7	2
1192	1784139	18	5.72	0.645061728	0	0	0	1	6	8	3
1193	1784510	10	4.9	1.09	0	0	1	3	2	4	0
1194	1785697	11	5.18	-1	-1	-1	-1	-1	-1	-1	-1
1195	1787355	11	5.64	0.595041322	0	0	0	1	3	6	1
1196	1787577	10	4.7	0.21	0	0	0	3	7	0	0
1197	1788739	28	5.57	0.718112245	0	0	0	2	10	11	5
1198	1789798	12	5.17	0.429752066	0	0	0	1	4	6	0
1199	1790199	36	5.83	0.583333333	0	0	0	2	8	20	6
1200	1790207	16	5.62	0.484375	0	0	0	1	5	9	1
1201	1790212	15	5	0.4	0	0	0	3	9	3	0
1202	1790297	11	4.91	0.446280992	0	0	0	3	6	2	0
1203	1790301	13	4.77	0.792899408	0	0	1	3	8	0	1
1204	1790303	17	5.18	0.733564014	0	0	0	4	7	5	1
1205	1790304	14	4.86	0.979591837	0	0	2	2	6	4	0
1206	1790529	18	5.83	0.5275	0	0	0	1	4	12	3
1207	1790726	10	4.5	0.45	0	0	0	6	3	1	0
1208	1790770	21	5.86	0.72	0	0	0	1	4	9	11
1209	1792013	13	4.85	0.284023669	0	0	0	3	9	1	0
1210	1792031	10	4.5	0.45	0	0	0	6	3	1	0
1211	1792719	16	4.56	0.62109375	0	0	1	7	6	2	0
1212	1792908	10	3.8	0.666666667	0	0	3	3	3	0	0
1213	1792961	15	5.87	0.382222222	0	0	0	0	4	9	2
1214	1793022	10	4.4	0.44	0	0	1	4	5	0	0
1215	1793050	13	5.62	0.852071006	0	0	0	2	3	6	2
1216	1794420	12	4.58	0.243055556	0	0	0	5	7	0	0
1217	1795480	14	4.79	0.31122449	0	0	0	4	9	1	0
1218	1795566	10	3.8	-1	-1	-1	-1	-1	-1	-1	-1
1219	1795578	22	6	-1	-1	-1	-1	-1	-1	-1	-1
1220	1795597	11	4.91	-1	-1	-1	-1	-1	-1	-1	-1
1221	1795627	10	3.7	-1	-1	-1	-1	-1	-1	-1	-1
1222	1795666	11	4.36	0.595041322	0	0	1	6	3	1	0
1223	1795675	11	4.73	1.47107438	0	0	2	3	3	2	1
1224	1795680	10	3.8	-1	-1	-1	-1	-1	-1	-1	-1
1225	1795704	11	4.64	1.32231405	0	0	2	3	4	1	1
1226	1795740	10	4	-1	-1	-1	-1	-1	-1	-1	-1
1227	1795769	10	4.9	0.89	0	0	1	2	4	3	0
1228	1796091	21	5.9	0.588842975	0	0	0	1	4	12	5
1229	1796164	11	5.09	0.809917355	0	0	0	4	2	5	0
1230	1796731	55	5.95	0.337833956	0	0	0	1	8	42	8
1231	1796940	13	4.77	0.409722222	0	0	0	3	7	2	0
1232	1797692	38	5.68	0.458908613	0	0	0	1	13	21	4
1233	1799090	11	4.09	0.24	0	0	0	6	4	0	0
1234	1799094	10	4.4	0.24	0	0	0	6	4	0	0
1235	1799417	12	4.33	0.975206612	0	0	2	3	4	2	0
1236	1799482	15	5.2	0.56	0	0	0	2	9	3	1
1237	1799485	15	5.13	0.658163265	0	0	0	2	6	5	1
1238	1799486	14	4.71	0.686390533	0	0	0	4	7	1	1
1239	179966	13	4.31	0.84	0	0	1	4	3	2	0
1240	1799992	20	5.2	0.66	0	0	0	4	9	6	1
1241	1801085	12	4.75	-1	-1	-1	-1	-1	-1	-1	-1
1242	1801096	13	3.92	-1	-1	-1	-1	-1	-1	-1	-1
1243	1801286	11	3.82	-1	-1	-1	-1	-1	-1	-1	-1
1244	1801305	10	4.1	0.49	0	0	2	5	3	0	0
1245	1803662	11	4.36	-1	-1	-1	-1	-1	-1	-1	-1
1246	1804022	13	4.62	-1	-1	-1	-1	-1	-1	-1	-1
1247	1804098	10	4.1	0.172839506	0	0	0	7	2	0	0
1248	1804102	10	4.2	0.24691358	0	0	0	4	5	0	0
1249	1804580	12	6.25	0.366863905	0	0	0	0	1	7	5
1250	1805037	13	5.15	0.437869822	0	0	0	2	7	4	0
1251	1805842	13	5.54	0.710059172	0	0	0	2	3	7	1
1252	1806760	10	3.7	0.61	0	0	5	3	2	0	0
1253	1806763	10	4.5	0.65	0	0	1	4	4	1	0
1254	1807194	11	4.91	0.26446281	0	0	0	2	8	1	0
1255	1807525	11	4.82	0.694214876	0	0	1	2	6	2	0
1256	1809461	11	4	0.96	0	0	3	3	3	1	0
1257	1809571	10	3.7	0.543209877	0	0	3	4	2	0	0
1258	1811178	26	5.73	0.426666667	0	0	0	1	7	19	3
1259	181127	11	4.09	1.25	0	0	2	2	2	2	0
1260	181131	14	4.43	1.354166667	0	0	2	3	4	2	1
1261	1812037	17	5.06	-1	-1	-1	-1	-1	-1	-1	-1
1262	1812184	11	4.55	-1	-1	-1	-1	-1	-1	-1	-1
1263	1812811	35	6.09	0.432098765	0	0	0	0	6	20	10
1264	1812850	11	5.36	1.32231405	0	0	1	1	4	3	2
1265	1812915	14	4.71	0.632653061	0	0	1	4	7	2	0
1266	1812952	10	4.9	0.49	0	0	0	3	5	2	0
1267	1813045	43	5.77	0.719008264	0	0	0	3	9	21	11
1268	1813230	12	4.92	0.576388889	0	0	0	4	5	3	0
1269	1813263	12	3.92	0.409722222	0	0	3	7	2	0	0
1270	1813665	12	4.75	0.520833333	0	0	0	5	5	2	0
1271	1814034	12	4.92	0.576388889	0	0	0	4	5	3	0
1272	1814098	12	5.08	0.409722222	0	0	0	2	7	3	0
1273	1814111	17	5.35	0.46366782	0	0	0	2	7	8	0
1274	1814127	16	5.31	0.33984375	0	0	0	1	9	6	0
1275	1814441	11	4.45	0.888888889	0	0	1	1	4	3	0
1276	1814883	13	5.38	0.544378698	0	0	0	1	7	4	1
1277	1815136	30	5.6	0.734651405	0	0	0	3	9	14	5
1278	1815421	18	4.89	0.765432099	0	0	1	5	7	5	0
1279	1815886	10	3.6	0.609375	0	0	3	3	2	0	0
1280	1815888	12	5.25	0.354166667	0	0	0	1	7	4	0
1281	1816201	14	4.71	0.775510204	0	0	1	5	5	3	0
1282	1816276	12	4.25	0.520833333	0	0	2	5	5	0	0
1283	1816856	12	5.25	-1	-1	-1	-1	-1	-1	-1	-1
1284	1818070	10	4.6	0.44	0	0	1	2	7	0	0
1285	1818313	10	4.5	1.45	0	0	2	4	2	1	1
1286	1818571	25	5.28	0.9739369	0	0	0	6	9	8	4
1287	1818886	20	5.75	0.2875	0	0	0	0	6	13	1
1288	1818887	10	4.7	0.41	0	0	0	4	5	1	0
1289	1818891	15	5	0.666666667	0	0	0	4	8	2	1
1290	1818902	14	5.29	0.346938776	0	0	0	1	8	5	0
1291	1818936	12	5.25	0.6875	0	0	0	3	3	6	0
1292	1818947	12	5.42	0.576388889	0	0	0	1	6	4	1
1293	1818950	15	5.27	0.995555556	0	0	1	2	5	6	1
1294	1818967	13	5.23	0.485207101	0	0	0	2	6	5	0
1295	1818994	10	4.8	0.76	0	0	1	2	5	2	0
1296	1822150	24	5.62	0.734375	0	0	0	3	6	12	3
